Train_no,Train_name,Starts,Ends,No_seats
52993,Mhow Ak Fast Passenger,Mhow,Akola Junction,20
12908,Mhrst Sampark K E,H Nizamuddin,Bandra Terminus,20
11047,Miraj Ubl Express,Miraj Junction,Hubli Junction,20
13022,Mithila Express,Raxual Junction,Howrah Junction,20
13021,Mithila Express,Howrah Junction,Raxual Junction,20
13156,Mithilanchal Express,Sitamarhi,Kolkata,20
13155,Mithilanchal Express,Kolkata,Sitamarhi,20
53050,Mka Hwh Passenger,Mokameh Junction,Howrah Junction,20
2447,Mkp Nzm Special,Manikpur Junction,H Nizamuddin,20
3443,Mldt Anvr Special,Malda Town,Anand Vihar,20
13429,Mldt Anvt Express,Malda Town,Anand Vihar Trm,20
13418,Mldt Dgha Express,Malda Town,Digha Flag Stn,20
53004,Mldt Hwh Fast Passenger,Malda Town,Howrah Junction,20
13012,Mldt Hwh Intercity Express,Malda Town,Howrah Junction,20
13415,Mldt Pnbe Express,Malda Town,Patna Junction,20
3445,Mldt Rnc Special,Malda Town,Ranchi,20
13425,Mldt St Express,Malda Town,Surat,20
51402,Mmr Pune Passenger,Manmad Junction,Pune Junction,20
12618,Mngla Lksdp Express,H Nizamuddin,Eranakulam Junction,20
12491,Mour Dhwaj Express,Muzaffarpur Junction,Jammu Tawi,20
16864,Mq Bgkt Express,Mannargudi,Bhagat Ki Kothi,20
22146,Mrj Pvr Superfast Express,Miraj Junction,Pandharpur,20
6520,Mrj Ypr Special,Miraj Junction,Yesvantpur Junction,20
6518,Mrj Ypr Special,Miraj Junction,Yesvantpur Junction,20
6041,Ms Cbe Express,Chennai Egmore,Coimbatore Junction,20
12390,Ms Gaya Express,Chennai Egmore,Gaya Junction,20
16127,Ms Guruvayur Express,Chennai Egmore,Guruvayur,20
16125,Ms Jodhpur Express,Chennai Egmore,Jodhpur Junction,20
16859,Ms Mangalore Express,Chennai Egmore,Mangalore Cntl,20
6351,Ms Ncj Express,Chennai Egmore,Nagercoil Junction,20
611,Ms Ncj Premium,Chennai Egmore,Nagercoil Junction,20
11063,Ms Salem Express,Chennai Egmore,Metur Dam,20
607,Ms Ten Premium,Chennai Egmore,Tirunelveli,20
609,Ms Ten Premium,Chennai Egmore,Tirunelveli,20
16129,Ms Tn Link Express,Chennai Egmore,Tuticorin,20
6061,Ms Tpj Superfast Express,Chennai Egmore,Tiruchchirapali,20
4704,Mtd Bkn Special,Merta Road Junction,Bikaner Junction,20
15108,Mtj Cpr Express,Mathura Junction,Chhapra,20
2403,Mtj Jp Special,Mathura Junction,Jaipur,20
17049,Mtm Sc Express,Machelipatnam,Secunderabad Junction,20
17249,Mtm Sc Express,Machelipatnam,Secunderabad Junction,20
7049,Mtm Sc Special,Machelipatnam,Secunderabad Junction,20
17402,Mtm Tpty Express,Machelipatnam,Tirupati,20
57229,Mtm Vskp Passenger,Machelipatnam,Vishakapatnam,20
6135,Mtp Onr Passenger,Metupalaiyam,Coonoor,20
56136,Mtp Uam Passenger,Metupalaiyam,Udagamandalam,20
17025,Mugr Sc Express,Manuguru,Secunderabad Junction,20
12751,Mugr Sc Express,Manuguru,Secunderabad Junction,20
12228,Mumbai Duronto,Indore Junction Bg,Mumbai Central,20
12134,Mumbai Express,Mangalore Junction,Mumbai Cst,20
17032,Mumbai Express,Hyderabad Decan,Mumbai Cst,20
11042,Mumbai Express,Chennai Central,Mumbai Cst,20
16340,Mumbai Express,Nagercoil Junction,Mumbai Cst,20
16332,Mumbai Express,Trivandrum Cntl,Mumbai Cst,20
12187,Mumbai Garibrat,Jabalpur,Mumbai Cst,20
21028,Mumbai Mail,Solapur Junction,Gondia Junction,20
11028,Mumbai Mail,Chennai Central,Mumbai Cst,20
12951,Mumbai Rajdhani,Mumbai Central,New Delhi,20
12952,Mumbai Rajdhani,New Delhi,Mumbai Central,20
18102,Muri Express,Jammu Tawi,Tatanagar Junction,20
24042,Mussoorie Express,Kotdwara,Delhi S Rohilla,20
14042,Mussoorie Express,Dehradun,Delhi S Rohilla,20
14041,Mussoorie Express,Delhi S Rohilla,Kotdwara,20
15111,Muv Intercity,Chhapra,Manduadih,20
15103,Muv Intercity,Gorakhpur Junction,Manduadih,20
15007,Muv Ljn Express,Manduadih,Lucknow Ne,20
12538,Muv Mfp Express,Manduadih,Muzaffarpur Junction,20
15120,Muv Rmm Express,Manduadih,Rameswaram,20
15227,Muzaffarpur Express,Yesvantpur Junction,Muzaffarpur Junction,20
11061,Muzaffarpur Express,Lokmanyatilak T,Muzaffarpur Junction,20
16229,Mys Bsb Express,Mysore Junction,Varanasi Junction,20
6229,Mys Bsb Express,Mysore Junction,Varanasi Junction,20
17301,Mys Dharwad Express,Mysore Junction,Dharwar,20
3289,Mys Exam Special,Patna Junction,Mysore Junction,20
22818,Mys Howrah Express,Mysore Junction,Howrah Junction,20
16217,Mys Snsi Express,Mysore Junction,Sainagar Shirdi,20
6201,Mys Vsg Express,Mysore Junction,Vasco Da Gama,20
16235,Mysore Express,Tuticorin,Mysore Junction,20
6228,Mysore Express,Talguppa,Mysore Junction,20
22682,Mysore Express,Chennai Central,Mysore Junction,20
16231,Mysore Express,Mayiladuturai J,Mysore Junction,20
16205,Mysore Express,Talguppa,Mysore Junction,20
56264,Mysore Passenger,Bangalore Cy Junction,Mysore Junction,20
15614,Mzs Kyq Ic Express,Murkeongselek,Kamakhya,20
15669,Nagaland Express,Kamakhya,Dimapur,20
15670,Nagaland Express,Dimapur,Kamakhya,20
16339,Nagarcoil Express,Mumbai Cst,Nagercoil Junction,20
16351,Nagarcoil Express,Mumbai Cst,Nagercoil Junction,20
18309,Nagavali Express,Sambalpur,Nanded,20
18310,Nagawali Express,Nanded,Sambalpur,20
6309,Nagercoil Express,Chennai Central,Nagercoil Junction,20
6747,Nagercoil Express,Chennai Egmore,Nagercoil Junction,20
6017,Nagercoil Express,Chennai Egmore,Nagercoil Junction,20
6303,Nagercoil Express,Mangalore Junction,Nagercoil Junction,20
6598,Nagercoil Express,Yesvantpur Junction,Nagercoil Junction,20
6617,Nagercoil Express,Coimbatore Junction,Nagercoil Junction,20
12667,Nagercoil Express,Chennai Egmore,Nagercoil Junction,20
12689,Nagercoil Express,Chennai Central,Nagercoil Junction,20
16610,Nagercoil Express,Coimbatore Junction,Nagercoil Junction,20
6083,Nagercoil Express,Chennai Central,Nagercoil Junction,20
16335,Nagercoil Express,Gandhidham Bg,Nagercoil Junction,20
17235,Nagercoil Express,Bangalore Cy Junction,Nagercoil Junction,20
12289,Nagpur Duronto,Mumbai Cst,Nagpur,20
12113,Nagpur Garibrat,Pune Junction,Nagpur,20
12855,Nagpur Intercity,Bilaspur Junction,Nagpur,20
1018,Nagpur Ltt Special,Nagpur,Lokmanyatilak T,20
12136,Nagpur Pune Express,Nagpur,Pune Junction,20
12206,Nanda Devi Express,Dehradun,New Delhi,20
12205,Nanda Devi Express,New Delhi,Dehradun,20
12816,Nandan Kanan Express,New Delhi,Puri,20
12815,Nandan Kanan Express,Puri,New Delhi,20
11401,Nandigram Express,Mumbai Cst,Nagpur,20
11402,Nandigram Express,Nagpur,Mumbai Cst,20
17256,Narasapur Express,Hyderabad Decan,Narasapur,20
12734,Narayanadri Express,Secunderabad Junction,Tirupati,20
12733,Narayanadri Express,Tirupati,Secunderabad Junction,20
18234,Narmada Express Passenger,Bilaspur Junction,Indore Junction Bg,20
18233,Narmada Express,Indore Junction Bg,Bilaspur Junction,20
7218,Narsapur Express,Kollam Junction,Narasapur,20
14512,Nauchandi Express,Saharanpur,Allahabad Junction,20
14511,Nauchandi Express,Allahabad Junction,Khurja Junction,20
12656,Navajivan Express,Chennai Central,Ahmedabad Junction,20
12655,Navjeevan Express,Ahmedabad Junction,Chennai Central,20
16687,Navyug Express,Mangalore Cntl,Jammu Tawi,20
16688,Navyug Express,Jammu Tawi,Tirunelveli,20
5726,Ncb Njp Special,New Cooch Behar,New Jalpaiguri,20
12690,Ncj Chennai Express,Nagercoil Junction,Chennai Central,20
632,Ncj Ms Premium,Nagercoil Junction,Chennai Egmore,20
16352,Ncj Mumbai Express,Nagercoil Junction,Mumbai Cst,20
6354,Ncj Pnbe Express,Nagercoil Junction,Patna Junction,20
12273,Ndls Duronto,Howrah Junction,New Delhi,20
12259,Ndls Duronto,Sealdah,New Delhi,20
9005,Ndls Ac Superfast Special,Mumbai Central,New Delhi,20
4112,Ndls Ald Superfast Special,New Delhi,Allahabad Junction,20
4424,Ndls Ald Superfast Special,New Delhi,Allahabad Junction,20
22806,Ndls Bbs Superfast Express,New Delhi,Bhubaneswar,20
9006,Ndls Bct Ac Special,New Delhi,Mumbai Central,20
22914,Ndls Bct Premiu,New Delhi,Mumbai Central,20
9004,Ndls Bct Superfast Express,New Delhi,Mumbai Central,20
12350,Ndls Bgp Express,New Delhi,Bhagalpur,20
4412,Ndls Bju Premiu,New Delhi,Barauni Junction,20
4022,Ndls Bju Premiu,New Delhi,Barauni Junction,20
12047,Ndls Bti Shatabdi,New Delhi,Bhatinda Junction,20
12045,Ndls Cdg Shatabdi,New Delhi,Chandigarh,20
12034,Ndls Cnb Shatabdi,New Delhi,Kanpur Central,20
4072,Ndls Dbg Splq,New Delhi,Darbhanga Junction,20
12236,Ndls Dbrg Rajdhani,New Delhi,Dibrugarh,20
12436,Ndls Dbrt Rajdhani,New Delhi,Dibrugarh Town,20
12271,Ndls Duronto Express,Lucknow Nr,New Delhi,20
22209,Ndls Duronto Express,Mumbai Central,New Delhi,20
12275,Ndls Duronto Express,Allahabad Junction,New Delhi,20
2236,Ndls Ghy Superfast Special,New Delhi,Guwahati,20
2436,Ndls Ghy Superfast Special,New Delhi,Guwahati,20
12324,Ndls Hwh Express,New Delhi,Howrah Junction,20
4008,Ndls Hwh Special,New Delhi,Howrah Junction,20
12250,Ndls Hwh Yuva,New Delhi,Howrah Junction,20
12056,Ndls Janshatabd,Dehradun,New Delhi,20
12058,Ndls Janshtbdi,Una Himachal,New Delhi,20
12191,Ndls Jbp Superfast Express,New Delhi,Jabalpur,20
14681,Ndls Juc Express,New Delhi,Jalandhar City,20
3114,Ndls Koaa Special,New Delhi,Kolkata,20
2504,Ndls Kyq Premiu,New Delhi,Kamakhya,20
5619,Ndls Kyq Superfast Special,New Delhi,Kamakhya,20
12037,Ndls Ldh Shatabdi,New Delhi,Ludhiana Junction,20
2234,Ndls Lko Ac Special,New Delhi,Lucknow Nr,20
4440,Ndls Lko Ac Special,New Delhi,Lucknow Nr,20
4934,Ndls Lko Premiu,New Delhi,Lucknow Nr,20
4944,Ndls Lko Premiu,New Delhi,Lucknow Nr,20
12430,Ndls Lko Raj,New Delhi,Lucknow Nr,20
4434,Ndls Lko Special,New Delhi,Lucknow Nr,20
4942,Ndls Lko Special,New Delhi,Lucknow Nr,20
4030,Ndls Lko Special,New Delhi,Lucknow Nr,20
4202,Ndls Lko Special,New Delhi,Lucknow Nr,20
4420,Ndls Lku Ac Special,New Delhi,Lal Kuan,20
2040,Ndls Lku Ac Special,New Delhi,Lal Kuan,20
14004,Ndls Mldt Express,New Delhi,Malda Town,20
12043,Ndls Moga Shatabdi,New Delhi,Moga,20
22412,Ndls Nhln Ac Superfast,New Delhi,Naharlagun,20
12524,Ndls Njp Superfast Express,New Delhi,New Jalpaiguri,20
22404,Ndls Pdy Express,New Delhi,Puducherry,20
4040,Ndls Pnbe Ac Special,New Delhi,Patna Junction,20
2446,Ndls Premium Special,Jammu Tawi,New Delhi,20
2259,Ndls Premium Special,Sealdah,New Delhi,20
815,Ndls Premium Special,Bhubaneswar,New Delhi,20
4405,Ndls Premium Special,Sainagar Shirdi,New Delhi,20
22913,Ndls Premium Special,Mumbai Central,New Delhi,20
4402,Ndls Premium Special,Shmata V D Ktra,New Delhi,20
12878,Ndls Rnc G Rath,New Delhi,Ranchi,20
12440,Ndls Rnc Raj Express,New Delhi,Ranchi,20
12454,Ndls Rnc Rajdhani,New Delhi,Ranchi,20
14323,Ndls Rok Express,New Delhi,Rohtak Junction,20
15602,Ndls Scl Psk Express,New Delhi,Silchar,20
12044,Ndls Shatabdi,Moga,New Delhi,20
12001,Ndls Shatabdi E,Habibganj,New Delhi,20
4012,Ndls Snsi Superfast Special,New Delhi,Sainagar Shirdi,20
4096,Ndls Tvc Ac Special,New Delhi,Trivandrum Cntl,20
4033,Ndls Uhp Ac Special,New Delhi,Udhampur,20
4055,Ndls Uhp Special,New Delhi,Udhampur,20
12459,Ndlsasr Express,New Delhi,Amritsar Junction,20
19576,Ndt Okha Express,Nathdwara,Okha,20
9607,Ndt Udz Special,Nathdwara,Udaipur City,20
12767,Ned Src Superfast Express,Nanded,Santragachi Junction,20
12768,Ned Wkly Express,Santragachi Junction,Nanded,20
7513,Ned Ald Special,Nanded,Allahabad Junction,20
12421,Ned Asr Superfast Express,Nanded,Amritsar Junction,20
17620,Ned Awb Express,Nanded,Aurangabad,20
17623,Ned Bkn Express,Nanded,Bikaner Junction,20
7408,Ned Bkn Special,Nanded,Bikaner Junction,20
7037,Ned Bkn Special,Nanded,Bikaner Junction,20
57516,Ned Dd Pasngr,Nanded,Daund Junction,20
57564,Ned Hyb Passenger,Nanded,Hyderabad Decan,20
2421,Ned Jat Special,Nanded,Jammu Tawi,20
11012,Ned Ltt Express,Nanded,Lokmanyatilak T,20
4602,Ned Premium Special,Amritsar Junction,Nanded,20
17614,Ned Pune Express,Nanded,Pune Junction,20
7631,Ned Pune Special,Nanded,Pune Junction,20
7629,Ned Pune Special,Nanded,Pune Junction,20
7622,Ned Pune Special,Nanded,Pune Junction,20
7501,Ned Pvr Special,Nanded,Pandharpur,20
16593,Ned Sbc Express,Nanded,Bangalore Cy Junction,20
4722,Ned Sgnr Superfast Express,Nanded,Shri Ganganagar,20
12485,Ned Sgnr Express,Nanded,Shri Ganganagar,20
7609,Ned St Special,Nanded,Surat,20
22457,Ned Uhl Superfast Express,Nanded,Una Himachal,20
18510,Ned Vskp Express,Nanded,Vishakapatnam,20
8510,Ned Vskp Special,Nanded,Vishakapatnam,20
12875,Neelachal Express,Puri,New Delhi,20
12876,Neelachal Express,New Delhi,Puri,20
12632,Nellai Express,Tirunelveli,Chennai Egmore,20
12631,Nellai Express,Chennai Egmore,Tirunelveli,20
16346,Netravathi Express,Trivandrum Cntl,Lokmanyatilak T,20
16345,Netravati Express,Lokmanyatilak T,Trivandrum Cntl,20
4095,Newdelhi Ac Express,Trivandrum Cntl,New Delhi,20
14003,Nfk Ndls Express,Malda Town,New Delhi,20
18240,Ngp Bilaspur Express,Nagpur,Bilaspur Junction,20
6570,Ngp Bnc Special,Nagpur,Bangalore Cant,20
22112,Ngp Bsl Superfast Express,Nagpur,Bhusaval Junction,20
12290,Ngp Cstm Duront,Nagpur,Mumbai Cst,20
1012,Ngp Cstm Special,Nagpur,Mumbai Cst,20
1220,Ngp Cstm Special,Nagpur,Mumbai Cst,20
1014,Ngp Cstm Special,Nagpur,Mumbai Cst,20
1212,Ngp Cstm Special,Nagpur,Mumbai Cst,20
5592,Ngp Dbg Exam Special,Nagpur,Darbhanga Junction,20
5591,Ngp Exam Special,Darbhanga Junction,Nagpur,20
8611,Ngp Hatia Special,Nagpur,Hatia,20
1657,Ngp Hbj Special,Nagpur,Habibganj,20
12924,Ngp Indore Express,Nagpur,Indore Junction Bg,20
11203,Ngp Jaipur Express,Nagpur,Jaipur,20
11403,Ngp Kop Express,Nagpur,C Shahumharaj T,20
58839,Ngp Nir Jbp Passenger,Nagpur,Jabalpur,20
2437,Ngp Nzm Ac Special,Nagpur,H Nizamuddin,20
1236,Ngp Pune Special,Nagpur,Pune Junction,20
1021,Ngp Pune Special,Nagpur,Pune Junction,20
1203,Ngp Pune Superfast Special,Nagpur,Pune Junction,20
1238,Ngp Pune Superfast Special,Nagpur,Pune Junction,20
11207,Ngp Rewa Express,Nagpur,Rewa,20
12772,Ngp Sc Superfast Express,Nagpur,Secunderabad Junction,20
1453,Ngp Udhna Special,Nagpur,Udhna Junction,20
15618,Nhln Ghy Ic Express,Naharlagun,Guwahati,20
22411,Nhln Ndls Ac Express,Naharlagun,New Delhi,20
12672,Nilagiri Express,Metupalaiyam,Chennai Central,20
12671,Nilagiri Express,Chennai Central,Metupalaiyam,20
7614,Nizamabad Express,Kollam Junction,Nizamabad,20
22653,Nizamuddin Express,Trivandrum Cntl,H Nizamuddin,20
22633,Nizamuddin Express,Trivandrum Cntl,H Nizamuddin,20
12645,Nizamuddin Express,Eranakulam Junction,H Nizamuddin,20
12643,Nizamuddin Express,Trivandrum Cntl,H Nizamuddin,20
12147,Nizamuddin Express,C Shahumharaj T,H Nizamuddin,20
12721,Nizamuddin Express,Hyderabad Decan,H Nizamuddin,20
12415,Nizamuddin Express,Indore Junction Bg,H Nizamuddin,20
52541,Njp Dj Ng Train,New Jalpaiguri,Darjeeling,20
52571,Njp Dj Ng Train,New Jalpaiguri,Darjeeling,20
22310,Njp Hwh Ac Express,New Jalpaiguri,Howrah Junction,20
3060,Njp Hwh Premium,New Jalpaiguri,Howrah Junction,20
12042,Njp Hwh Shatabd,New Jalpaiguri,Howrah Junction,20
3130,Njp Koaa Special,New Jalpaiguri,Kolkata,20
22612,Njp Mas Express,New Jalpaiguri,Chennai Central,20
2508,Njp Mas Premium,New Jalpaiguri,Chennai Central,20
5725,Njp Ncb Special,New Jalpaiguri,New Cooch Behar,20
12523,Njp Ndls Express,New Jalpaiguri,New Delhi,20
3059,Njp Premium Special,Howrah Junction,New Jalpaiguri,20
18630,Njp Rnc Express,New Jalpaiguri,Ranchi,20
8630,Njp Rnc Special,New Jalpaiguri,Ranchi,20
3140,Njp Sdah Special,New Jalpaiguri,Sealdah,20
15723,Njp Smi Express,New Jalpaiguri,Sitamarhi,20
19602,Njp Udz Express,New Jalpaiguri,Udaipur City,20
12326,Nldm Koaa Express,Nangal Dam,Kolkata,20
4924,Nldm Lko Special,Nangal Dam,Lucknow Nr,20
7224,Nlr Kranti Special,Nellore,Kurnool Town,20
7118,Nlr Sc Special,Nellore,Secunderabad Junction,20
12505,North East Express,Guwahati,Anand Vihar Trm,20
12506,North East Express,Anand Vihar Trm,Guwahati,20
17642,Nrkr Kcg Express,Narkher,Kacheguda,20
52101,Nrl/Matheranpas,Neral,Matheran,20
17404,Ns Tpty Express,Narasapur,Tirupati,20
17255,Ns Hydrabad Express,Narasapur,Hyderabad Decan,20
17231,Ns Nsl Express,Narasapur,Nagarsol,20
17213,Ns Nsl Express,Narasapur,Nagarsol,20
7217,Ns Qln Special,Narasapur,Kollam Junction,20
7255,Ns Sc Special,Narasapur,Secunderabad Junction,20
57264,Ns Vskp Passenger,Narasapur,Vishakapatnam,20
7205,Nsl Cct Special,Nagarsol,Kakinada Town,20
16004,Nsl Mas Wkly Express,Nagarsol,Chennai Central,20
17232,Nsl Ns Express,Nagarsol,Narasapur,20
17214,Nsl Ns Express,Nagarsol,Narasapur,20
7120,Nsl Sc Special,Nagarsol,Secunderabad Junction,20
13281,Ntsk Rjpb Express,New Tinsukia Junction,Rjndr Ngr Bihar,20
25910,Ntsk Jivachh Li,Darbhanga Junction,New Tinsukia Junction,20
18206,Ntv Durg Express,Nautanwa,Durg,20
18202,Ntv Durg Express,Nautanwa,Durg,20
15019,Ntv Intercity,Gorakhpur Junction,Nautanwa,20
1706,Nyn Jbp Mela Special,Naini,Jabalpur,20
11206,Nzb Ltt Express,Nizamabad,Lokmanyatilak T,20
51422,Nzb Pune Passenger,Nizamabad,Pune Junction,20
51433,Nzb Pvr Passenger,Nizamabad,Pandharpur,20
7613,Nzb Qln Special,Nizamabad,Kollam Junction,20
7601,Nzb Qln Special,Nizamabad,Kollam Junction,20
8566,Nzb Vskp Special,Nizamabad,Vishakapatnam,20
12248,Nzm Bdts Yuva,H Nizamuddin,Bandra Terminus,20
1072,Nzm Pune Special,H Nizamuddin,Pune Junction,20
4091,Nzm Ac Special,Mumbai Central,H Nizamuddin,20
22212,Nzm Aii Duronto,H Nizamuddin,Ajmer Junction,20
4092,Nzm Bct Ac Special,H Nizamuddin,Mumbai Central,20
12285,Nzm Duronto Express,Secunderabad Junction,H Nizamuddin,20
12263,Nzm Duronto Express,Pune Junction,H Nizamuddin,20
12284,Nzm Ers Duronto,H Nizamuddin,Eranakulam Junction,20
12909,Nzm Garib Rath,Bandra Terminus,H Nizamuddin,20
12611,Nzm Garib Rath,Chennai Central,H Nizamuddin,20
12065,Nzm Jan Shatabd,Ajmer Junction,H Nizamuddin,20
12059,Nzm Jan Shatabd,Kota Junction,H Nizamuddin,20
22182,Nzm Jbp Superfast Express,H Nizamuddin,Jabalpur,20
6319,Nzm Kcvl Superfast Special,H Nizamuddin,Kochuveli,20
12148,Nzm Kop Express,H Nizamuddin,C Shahumharaj T,20
9810,Nzm Kota Special,H Nizamuddin,Kota Junction,20
17305,Nzm Link Express,Hubli Junction,H Nizamuddin,20
22110,Nzm Ltt Ac Express,H Nizamuddin,Lokmanyatilak T,20
2110,Nzm Ltt Ac Superfast,H Nizamuddin,Lokmanyatilak T,20
2450,Nzm Mao Ac Express,H Nizamuddin,Madgaon,20
4430,Nzm Mao Premium,H Nizamuddin,Madgaon,20
22414,Nzm Mao Raj,H Nizamuddin,Madgaon,20
2448,Nzm Mkp Kurj Special,H Nizamuddin,Khajuraho,20
4429,Nzm Premium Special,Madgaon,H Nizamuddin,20
4013,Nzm Premium Special,Pune Junction,H Nizamuddin,20
4407,Nzm Premium Special,Pune Junction,H Nizamuddin,20
4014,Nzm Pune Premiu,H Nizamuddin,Pune Junction,20
4408,Nzm Pune Premiu,H Nizamuddin,Pune Junction,20
22413,Nzm Rajdhani,Madgaon,H Nizamuddin,20
12286,Nzm Sc Duronto,H Nizamuddin,Secunderabad Junction,20
12438,Nzm Sc Rajdhani,H Nizamuddin,Secunderabad Junction,20
4016,Nzm Snsi Special,H Nizamuddin,Sainagar Shirdi,20
22634,Nzm Tvc Superfast Express,H Nizamuddin,Trivandrum Cntl,20
22654,Nzm Tvc Superfast Express,H Nizamuddin,Trivandrum Cntl,20
22656,Nzm Tvc Superfast Express,H Nizamuddin,Trivandrum Cntl,20
7227,Ogl Jp Special,Ongole,Ajmer Junction,20
19575,Okha Ndt Express,Okha,Nathdwara,20
59548,Okha Adi Passenger,Okha,Ahmedabad Junction,20
9562,Okha Bdts Special,Okha,Bandra Terminus,20
19569,Okha Bsb Express,Okha,Varanasi Junction,20
16337,Okha Ers Express,Okha,Eranakulam Junction,20
16338,Okha Express,Eranakulam Junction,Okha,20
22905,Okha Howrah Express,Okha,Howrah Junction,20
9563,Okha Jaipur Special,Okha,Jaipur,20
59547,Okha Passenger,Ahmedabad Junction,Okha,20
18402,Okha Puri Express,Okha,Puri,20
19252,Okha Somnath Express,Okha,Somnath,20
6136,Onr Mtp Passenger,Coonoor,Metupalaiyam,20
56138,Onr Uam Passenger,Coonoor,Udagamandalam,20
12819,Orissa S Kranti,Bhubaneswar,New Delhi,20
12820,Orissa S Kranti,New Delhi,Bhubaneswar,20
12850,Pa Bilaspur Express,Pune Junction,Bilaspur Junction,20
11037,Pa Gorakhpur Express,Pune Junction,Gorakhpur Junction,20
12103,Pa Lucknow Express,Pune Junction,Lucknow Ne,20
12378,Padatik Express,New Jalpaiguri,Sealdah,20
12377,Padatik Express,Sealdah,New Jalpaiguri,20
14207,Padmavat Express,Partapgarh Junction,Delhi,20
14208,Padmavat Express,Delhi,Partapgarh Junction,20
12763,Padmavathi Express,Tirupati,Secunderabad Junction,20
12764,Padmavati Express,Secunderabad Junction,Tirupati,20
15721,Paharia Express,Digha Flag Stn,New Jalpaiguri,20
15722,Paharia Express,New Jalpaiguri,Digha Flag Stn,20
13348,Palamou Express,Patna Junction,Barka Kana,20
13347,Palamou Express,Barka Kana,Patna Junction,20
22651,Palani Express,Chennai Central,Palani,20
22652,Palani Mas Express,Palani,Chennai Central,20
12605,Pallavan Express,Chennai Egmore,Karaikkudi Junction,20
12606,Pallavan Express,Karaikkudi Junction,Chennai Egmore,20
12747,Palnadu Express,Guntur Junction,Vikarabad Junction,20
12748,Palnadu Express,Vikarabad Junction,Guntur Junction,20
17407,Pamani Express,Tirupati,Mannargudi,20
12109,Panchavati Express,Mumbai Cst,Manmad Junction,20
12110,Panchavti Express,Manmad Junction,Mumbai Cst,20
59386,Panchvalley Pa,Chhindwara Junction,Gorakhpur Junction,20
59385,Panchvalley Passenger,Indore Junction Bg,Chhindwara Junction,20
12637,Pandian Express,Chennai Egmore,Madurai Junction,20
12638,Pandian Express,Madurai Junction,Chennai Egmore,20
12942,Parasnath Express,Asansol Junction,Bhavnagar Trmus,20
16650,Parasuram Express,Nagercoil Junction,Mangalore Cntl,20
16649,Parasuram Express,Mangalore Cntl,Nagercoil Junction,20
12926,Paschim Express,Amritsar Junction,Bandra Terminus,20
12925,Paschim Express,Bandra Terminus,Kalka,20
22926,Paschim Express,Kalka,Bandra Terminus,20
14624,Patalkot Express,Delhi S Rohilla,Chhindwara Junction,20
14010,Patalkot Express,Delhi S Rohilla,Chhindwara Junction,20
14623,Patalkot Express,Chhindwara Junction,Delhi S Rohilla,20
14009,Patalkot Express,Chhindwara Junction,Delhi S Rohilla,20
18622,Patliputra Express,Hatia,Patna Junction,20
18621,Patliputra Express,Patna Junction,Hatia,20
22352,Patliputraexp,Yesvantpur Junction,Patliputra,20
22643,Patna Express,Eranakulam Junction,Patna Junction,20
2354,Patna Premium S,Bangalore Cant,Patna Junction,20
17610,Pau Pnbe Express,Purna Junction,Patna Junction,20
12184,Pbh Bpl Express,Partapgarh Junction,Bhopal Junction,20
19572,Pbr Rjt Express,Porbandar,Rajkot Junction,20
19270,Pbr Express,Muzaffarpur Junction,Porbandar,20
12905,Pbr Howrah Express,Porbandar,Howrah Junction,20
12950,Pbr Kaviguru Express,Santragachi Junction,Porbandar,20
19269,Pbr Motihari Express,Porbandar,Muzaffarpur Junction,20
19202,Pbr Sc Express,Porbandar,Secunderabad Junction,20
12897,Pdy Bbs Express,Puducherry,Bhubaneswar,20
16861,Pdy Cape Express,Puducherry,Kanyakumari,20
